invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin
1757,WALM081,Friendswood,Home and lifestyle,$28,1,16/12/21,12:03:00,Ewallet,4,0.33
1758,WALM072,Lancaster,Fashion accessories,$59,1,16/02/21,9:16:00,Ewallet,8,0.33
1759,WALM026,Denton,Home and lifestyle,$68,2,18/01/22,11:38:00,Ewallet,8,0.48
1760,WALM093,Angleton,Fashion accessories,$35,3,13/04/21,7:30:00,Ewallet,4,0.33
1761,WALM077,Coppell,Home and lifestyle,$38,3,03/06/22,8:05:00,Ewallet,8,0.33
1762,WALM091,Little Elm,Fashion accessories,$25,2,23/11/21,11:26:00,Ewallet,6,0.33
1763,WALM008,Corpus Christi,Home and lifestyle,$47,2,12/07/21,14:18:00,Ewallet,4,0.48
1764,WALM092,Lake Jackson,Fashion accessories,$34,2,18/10/22,19:54:00,Ewallet,6,0.33
1765,WALM079,La Porte,Home and lifestyle,$70,2,14/04/20,10:23:00,Ewallet,4,0.33
1766,WALM085,Kerrville,Fashion accessories,$75,2,28/02/20,9:19:00,Ewallet,8,0.33
1767,WALM083,Farmers Branch,Home and lifestyle,$57,1,30/01/20,14:17:00,Ewallet,6,0.33
1768,WALM100,Canyon,Fashion accessories,$83,1,08/12/20,21:26:00,Ewallet,6,0.18
1769,WALM021,McAllen,Home and lifestyle,$21,1,04/03/21,13:31:00,Ewallet,4,0.48
1770,WALM016,Brownsville,Fashion accessories,$61,2,29/11/23,20:59:00,Ewallet,9,0.48
1771,WALM037,League City,Home and lifestyle,$38,2,02/02/23,13:11:00,Ewallet,7,0.48
1772,WALM053,Conroe,Fashion accessories,$72,2,29/01/21,8:40:00,Ewallet,8,0.57
1773,WALM039,Longview,Home and lifestyle,$67,3,14/06/23,17:10:00,Ewallet,7,0.48
1774,WALM068,Burleson,Fashion accessories,$77,3,06/12/21,7:07:00,Ewallet,7,0.33
1775,WALM044,Pharr,Home and lifestyle,$32,3,01/04/20,16:10:00,Ewallet,6,0.48
1776,WALM071,Lufkin,Fashion accessories,$84,3,24/02/21,13:58:00,Ewallet,8,0.33
1777,WALM004,Austin,Home and lifestyle,$73,3,30/07/21,21:22:00,Ewallet,7,0.48
1778,WALM083,Farmers Branch,Fashion accessories,$71,3,29/12/21,17:31:00,Ewallet,5,0.33
1779,WALM044,Pharr,Home and lifestyle,$42,1,02/04/23,13:13:00,Ewallet,6,0.48
1780,WALM042,Bryan,Fashion accessories,$55,2,26/08/20,9:16:00,Ewallet,9,0.48
1781,WALM016,Brownsville,Home and lifestyle,$68,1,10/12/21,18:50:00,Ewallet,7,0.48
1782,WALM059,Pflugerville,Fashion accessories,$40,2,03/10/20,20:08:00,Ewallet,6,0.33
1783,WALM047,Flower Mound,Home and lifestyle,$72,3,31/10/22,21:50:00,Ewallet,6,0.48
1784,WALM036,Allen,Fashion accessories,$53,1,30/11/20,9:30:00,Ewallet,7,0.48
1785,WALM044,Pharr,Home and lifestyle,$16,3,23/05/23,6:16:00,Ewallet,5,0.48
1786,WALM096,Eagle Pass,Fashion accessories,$29,1,27/01/20,14:50:00,Ewallet,6,0.18
1787,WALM090,Brownwood,Home and lifestyle,$24,1,14/03/23,17:14:00,Ewallet,7,0.33
1788,WALM097,Alice,Fashion accessories,$43,1,30/10/23,12:15:00,Ewallet,8,0.18
1789,WALM008,Corpus Christi,Home and lifestyle,$75,3,25/03/20,7:45:00,Ewallet,8,0.48
1790,WALM024,Carrollton,Fashion accessories,$59,2,25/05/20,22:58:00,Ewallet,8,0.48
1791,WALM010,Laredo,Home and lifestyle,$28,1,25/11/21,18:20:00,Ewallet,8,0.48
1792,WALM009,Plano,Fashion accessories,$16,1,23/01/22,18:19:00,Ewallet,9,0.48
1793,WALM085,Kerrville,Home and lifestyle,$19,1,04/06/22,20:16:00,Ewallet,5,0.33
1794,WALM024,Carrollton,Fashion accessories,$75,2,11/07/21,8:01:00,Ewallet,6,0.48
1795,WALM079,La Porte,Home and lifestyle,$27,3,26/08/20,11:24:00,Ewallet,7,0.33
1796,WALM096,Eagle Pass,Fashion accessories,$75,3,06/05/22,14:27:00,Ewallet,6,0.18
1797,WALM091,Little Elm,Home and lifestyle,$24,2,27/08/23,18:13:00,Ewallet,7,0.33
1798,WALM011,Lubbock,Fashion accessories,$33,3,24/07/20,10:27:00,Ewallet,7,0.48
1799,WALM027,Abilene,Home and lifestyle,$74,1,27/09/23,12:39:00,Ewallet,6,0.48
1800,WALM036,Allen,Fashion accessories,$77,2,17/06/23,6:08:00,Ewallet,6,0.48
1801,WALM047,Flower Mound,Home and lifestyle,$61,2,29/08/20,11:29:00,Ewallet,6,0.48
1802,WALM030,Richardson,Fashion accessories,$28,3,18/01/23,10:03:00,Ewallet,8,0.48
1803,WALM006,El Paso,Home and lifestyle,$45,3,21/12/20,9:43:00,Ewallet,6,0.48
1804,WALM042,Bryan,Fashion accessories,$40,1,19/03/20,16:51:00,Ewallet,7,0.48
1805,WALM077,Coppell,Home and lifestyle,$16,1,27/12/23,19:49:00,Ewallet,5,0.33
1806,WALM043,Baytown,Fashion accessories,$44,2,12/08/21,12:26:00,Ewallet,7,0.48
1807,WALM062,Galveston,Home and lifestyle,$49,1,14/03/23,10:44:00,Ewallet,9,0.33
1808,WALM024,Carrollton,Fashion accessories,$74,3,22/06/21,7:04:00,Ewallet,8,0.48
1809,WALM008,Corpus Christi,Home and lifestyle,$23,1,05/12/23,17:04:00,Ewallet,5,0.48
1810,WALM076,Huntsville,Fashion accessories,$46,3,12/11/23,19:23:00,Ewallet,7,0.33
1811,WALM041,Mission,Home and lifestyle,$47,3,09/05/21,18:54:00,Ewallet,7,0.48
1812,WALM081,Friendswood,Fashion accessories,$58,1,02/07/20,19:15:00,Ewallet,5,0.33
1813,WALM044,Pharr,Home and lifestyle,$77,1,01/06/22,8:04:00,Ewallet,8,0.48
1814,WALM047,Flower Mound,Fashion accessories,$26,2,19/09/21,20:21:00,Ewallet,5,0.48
1815,WALM036,Allen,Home and lifestyle,$24,1,09/10/23,6:11:00,Ewallet,8,0.48
1816,WALM097,Alice,Fashion accessories,$46,2,20/04/23,7:10:00,Ewallet,6,0.18
1817,WALM076,Huntsville,Home and lifestyle,$15,3,04/11/20,15:12:00,Ewallet,9,0.33
1818,WALM070,Hurst,Fashion accessories,$27,1,01/06/21,10:14:00,Ewallet,4,0.33
1819,WALM031,Lewisville,Home and lifestyle,$68,2,20/12/20,9:25:00,Ewallet,6,0.48
1820,WALM009,Plano,Fashion accessories,$64,2,16/03/21,13:36:00,Ewallet,5,0.48
1821,WALM091,Little Elm,Home and lifestyle,$40,3,10/03/21,8:54:00,Ewallet,7,0.33
1822,WALM048,Harlingen,Fashion accessories,$15,3,20/04/21,16:05:00,Ewallet,4,0.48
1823,WALM042,Bryan,Home and lifestyle,$73,3,08/02/23,17:16:00,Ewallet,5,0.48
1824,WALM097,Alice,Fashion accessories,$45,2,25/05/21,19:00:00,Ewallet,8,0.18
1825,WALM005,Fort Worth,Home and lifestyle,$44,3,26/02/22,18:32:00,Ewallet,9,0.48
1826,WALM016,Brownsville,Fashion accessories,$56,2,28/07/23,16:20:00,Ewallet,8,0.48
1827,WALM026,Denton,Home and lifestyle,$17,1,11/01/20,6:59:00,Ewallet,5,0.48
1828,WALM002,Dallas,Fashion accessories,$38,3,25/06/22,18:43:00,Ewallet,7,0.36
1829,WALM063,Georgetown,Home and lifestyle,$73,3,25/12/21,7:31:00,Ewallet,7,0.33
1830,WALM001,Houston,Fashion accessories,$30,1,27/01/20,19:13:00,Ewallet,5,0.36
1831,WALM008,Corpus Christi,Home and lifestyle,$76,1,20/01/22,15:44:00,Ewallet,4,0.48
1832,WALM053,Conroe,Fashion accessories,$75,2,17/11/23,20:39:00,Ewallet,9,0.57
1833,WALM076,Huntsville,Home and lifestyle,$42,1,04/03/20,7:03:00,Ewallet,5,0.33
1834,WALM027,Abilene,Fashion accessories,$81,3,17/01/23,9:32:00,Ewallet,8,0.48
1835,WALM034,College Station,Home and lifestyle,$39,3,27/01/21,8:56:00,Ewallet,9,0.48
1836,WALM072,Lancaster,Fashion accessories,$70,2,19/09/20,8:48:00,Ewallet,8,0.33
1837,WALM083,Farmers Branch,Home and lifestyle,$33,2,29/08/22,13:30:00,Ewallet,9,0.33
1838,WALM016,Brownsville,Fashion accessories,$46,1,21/05/20,20:26:00,Ewallet,7,0.48
1839,WALM019,Pasadena,Home and lifestyle,$28,2,07/09/20,16:06:00,Ewallet,7,0.48
1840,WALM080,Nacogdoches,Fashion accessories,$80,2,22/02/20,22:13:00,Ewallet,8,0.33
1841,WALM015,Grand Prairie,Home and lifestyle,$24,2,28/07/23,11:58:00,Ewallet,6,0.48
1842,WALM058,Port Arthur,Fashion accessories,$59,3,04/04/20,6:34:00,Ewallet,9,0.33
1843,WALM066,Grapevine,Home and lifestyle,$72,2,13/07/23,13:09:00,Ewallet,4,0.33
1844,WALM081,Friendswood,Fashion accessories,$36,2,26/07/21,16:36:00,Ewallet,7,0.33
1845,WALM028,Odessa,Home and lifestyle,$62,2,06/03/22,13:31:00,Ewallet,9,0.48
1846,WALM090,Brownwood,Fashion accessories,$79,1,29/09/23,9:44:00,Ewallet,8,0.33
1847,WALM036,Allen,Home and lifestyle,$61,1,24/01/20,9:08:00,Ewallet,4,0.48
1848,WALM031,Lewisville,Fashion accessories,$75,3,04/08/22,16:28:00,Ewallet,6,0.48
1849,WALM034,College Station,Home and lifestyle,$33,1,12/11/21,22:55:00,Ewallet,6,0.48
1850,WALM043,Baytown,Fashion accessories,$67,2,13/01/21,6:45:00,Ewallet,6,0.48
1851,WALM019,Pasadena,Home and lifestyle,$72,3,20/08/23,8:49:00,Ewallet,4,0.48
1852,WALM080,Nacogdoches,Fashion accessories,$75,1,14/11/23,8:15:00,Ewallet,7,0.33
1853,WALM043,Baytown,Home and lifestyle,$22,2,23/09/22,20:10:00,Ewallet,6,0.48
1854,WALM051,New Braunfels,Fashion accessories,$30,2,01/02/22,15:12:00,Ewallet,9,0.48
1855,WALM015,Grand Prairie,Home and lifestyle,$63,1,10/07/20,22:14:00,Ewallet,8,0.48
1856,WALM064,Bedford,Fashion accessories,$35,1,02/07/22,18:03:00,Ewallet,6,0.33
1857,WALM042,Bryan,Home and lifestyle,$38,2,19/10/22,19:37:00,Ewallet,6,0.48
1858,WALM010,Laredo,Fashion accessories,$17,2,27/09/20,17:46:00,Ewallet,6,0.48
1859,WALM081,Friendswood,Home and lifestyle,$57,1,12/11/23,19:04:00,Ewallet,6,0.33
1860,WALM061,Cedar Park,Fashion accessories,$18,2,27/04/20,17:58:00,Ewallet,5,0.33
1861,WALM052,Mansfield,Home and lifestyle,$57,1,26/09/22,7:55:00,Ewallet,6,0.57
1862,WALM098,Mineral Wells,Fashion accessories,$18,2,12/09/20,19:24:00,Ewallet,6,0.18
1863,WALM001,Houston,Home and lifestyle,$68,1,10/06/20,19:09:00,Ewallet,9,0.36
1864,WALM024,Carrollton,Fashion accessories,$80,1,24/09/23,17:47:00,Ewallet,8,0.48
1865,WALM045,Missouri City,Home and lifestyle,$72,3,05/04/20,13:24:00,Credit card,9,0.48
1866,WALM057,Euless,Fashion accessories,$63,3,21/05/23,10:05:00,Ewallet,4,0.33
1867,WALM092,Lake Jackson,Home and lifestyle,$37,2,13/02/20,9:01:00,Ewallet,4,0.33
1868,WALM064,Bedford,Fashion accessories,$23,2,12/05/22,12:08:00,Ewallet,8,0.33
1869,WALM041,Mission,Home and lifestyle,$31,3,28/05/22,10:40:00,Ewallet,4,0.48
1870,WALM048,Harlingen,Fashion accessories,$78,2,04/05/23,11:26:00,Ewallet,8,0.48
1871,WALM026,Denton,Home and lifestyle,$63,2,21/06/21,21:18:00,Ewallet,5,0.48
1872,WALM067,Haltom City,Fashion accessories,$40,2,10/05/23,9:26:00,Ewallet,7,0.33
1873,WALM013,Irving,Home and lifestyle,$17,3,15/02/21,9:05:00,Ewallet,9,0.48
1874,WALM004,Austin,Fashion accessories,$70,1,11/04/22,20:02:00,Ewallet,8,0.48
1875,WALM100,Canyon,Home and lifestyle,$43,3,19/10/22,8:11:00,Ewallet,9,0.18
1876,WALM005,Fort Worth,Fashion accessories,$37,3,26/08/23,19:21:00,Ewallet,7,0.48
1877,WALM020,Killeen,Home and lifestyle,$43,1,16/12/23,10:50:00,Ewallet,4,0.48
1878,WALM030,Richardson,Fashion accessories,$52,2,18/12/20,19:34:00,Ewallet,8,0.48
1879,WALM042,Bryan,Home and lifestyle,$78,2,16/11/20,13:57:00,Ewallet,6,0.48
1880,WALM090,Brownwood,Fashion accessories,$32,2,14/07/22,6:32:00,Ewallet,6,0.33
1881,WALM002,Dallas,Home and lifestyle,$27,3,06/11/23,14:37:00,Ewallet,6,0.36
1882,WALM027,Abilene,Fashion accessories,$26,2,07/05/21,14:02:00,Ewallet,5,0.48
1883,WALM028,Odessa,Home and lifestyle,$54,2,18/03/22,21:01:00,Ewallet,9,0.48
1884,WALM043,Baytown,Fashion accessories,$84,2,07/02/20,18:13:00,Ewallet,5,0.48
1885,WALM022,Mesquite,Home and lifestyle,$31,3,01/09/20,17:22:00,Ewallet,5,0.48
1886,WALM096,Eagle Pass,Fashion accessories,$31,3,17/09/22,11:16:00,Ewallet,8,0.18
1887,WALM040,Edinburg,Home and lifestyle,$80,3,16/09/21,11:19:00,Ewallet,5,0.48
1888,WALM097,Alice,Fashion accessories,$33,2,18/09/20,22:10:00,Ewallet,9,0.18
1889,WALM040,Edinburg,Home and lifestyle,$21,2,17/08/23,15:38:00,Ewallet,8,0.48
1890,WALM018,Frisco,Fashion accessories,$45,3,28/03/22,9:25:00,Ewallet,4,0.48
1891,WALM097,Alice,Home and lifestyle,$60,1,20/04/21,20:19:00,Ewallet,6,0.18
1892,WALM022,Mesquite,Fashion accessories,$24,1,28/12/22,7:05:00,Ewallet,6,0.48
1893,WALM024,Carrollton,Home and lifestyle,,,09/06/23,16:09:00,Ewallet,9,0.48
1894,WALM009,Plano,Fashion accessories,,,02/08/22,22:11:00,Ewallet,4,0.48
1895,WALM010,Laredo,Home and lifestyle,,,01/08/23,12:06:00,Ewallet,4,0.48
1896,WALM069,Rockwall,Fashion accessories,,,21/07/23,15:49:00,Ewallet,4,0.33
1897,WALM093,Angleton,Home and lifestyle,,,15/05/22,12:36:00,Ewallet,9,0.33
1898,WALM098,Mineral Wells,Fashion accessories,,,01/11/23,10:08:00,Ewallet,4,0.18
1899,WALM009,Plano,Home and lifestyle,,,01/10/21,13:05:00,Ewallet,6,0.48
1900,WALM071,Lufkin,Fashion accessories,,,19/05/21,8:36:00,Ewallet,7,0.33
1901,WALM090,Brownwood,Home and lifestyle,,,13/02/21,14:50:00,Ewallet,8,0.33
1902,WALM067,Haltom City,Fashion accessories,,,15/05/22,19:20:00,Ewallet,8,0.33
1903,WALM033,Pearland,Home and lifestyle,,,28/08/22,15:37:00,Ewallet,4,0.48
1904,WALM018,Frisco,Fashion accessories,,,21/04/22,18:30:00,Ewallet,4,0.48
1905,WALM076,Huntsville,Home and lifestyle,,,02/03/20,14:33:00,Ewallet,4,0.33
1906,WALM010,Laredo,Fashion accessories,,,20/08/21,14:25:00,Ewallet,5,0.48
1907,WALM030,Richardson,Home and lifestyle,,,14/12/23,18:12:00,Ewallet,8,0.48
1908,WALM001,Houston,Fashion accessories,,,09/08/22,12:46:00,Ewallet,9,0.36
1909,WALM096,Eagle Pass,Home and lifestyle,,,23/11/21,18:26:00,Ewallet,9,0.33
1910,WALM085,Kerrville,Fashion accessories,,,24/08/22,11:53:00,Ewallet,4,0.33
1911,WALM040,Edinburg,Home and lifestyle,,,27/07/20,21:38:00,Ewallet,9,0.48
1912,WALM080,Nacogdoches,Fashion accessories,,,15/10/20,8:01:00,Ewallet,7,0.33
1913,WALM068,Burleson,Home and lifestyle,,,31/07/23,9:20:00,Ewallet,6,0.33
1914,WALM048,Harlingen,Fashion accessories,,,28/02/21,18:47:00,Ewallet,7,0.48
1915,WALM018,Frisco,Home and lifestyle,,,19/04/23,16:12:00,Ewallet,7,0.48
1916,WALM015,Grand Prairie,Fashion accessories,,,11/08/21,21:28:00,Ewallet,5,0.48
1917,WALM041,Mission,Home and lifestyle,,,25/06/23,13:15:00,Ewallet,6,0.48
1918,WALM045,Missouri City,Fashion accessories,,,11/01/20,10:27:00,Credit card,5,0.48
1919,WALM011,Lubbock,Home and lifestyle,,,01/08/22,14:40:00,Ewallet,8,0.48
1920,WALM052,Mansfield,Fashion accessories,,,09/04/21,12:04:00,Ewallet,5,0.57
1921,WALM022,Mesquite,Home and lifestyle,,,21/03/20,18:16:00,Ewallet,6,0.48
1922,WALM024,Carrollton,Fashion accessories,,,16/03/21,15:39:00,Ewallet,8,0.48
1923,WALM070,Hurst,Home and lifestyle,,,30/10/20,18:39:00,Ewallet,5,0.33
1924,WALM077,Coppell,Fashion accessories,$72,3,29/08/23,16:13:00,Ewallet,8,0.33
1925,WALM037,League City,Home and lifestyle,$71,2,14/03/21,8:00:00,Ewallet,9,0.48
1926,WALM081,Friendswood,Fashion accessories,$69,3,27/03/20,14:56:00,Ewallet,8,0.33
1927,WALM028,Odessa,Home and lifestyle,$49,3,13/10/22,6:07:00,Ewallet,4,0.48
1928,WALM033,Pearland,Fashion accessories,$25,1,26/10/21,6:49:00,Ewallet,9,0.48
1929,WALM039,Longview,Home and lifestyle,$41,1,03/03/21,9:07:00,Ewallet,4,0.48
1930,WALM033,Pearland,Fashion accessories,$68,3,19/09/22,9:19:00,Ewallet,5,0.48
1931,WALM088,Cleburne,Home and lifestyle,$39,1,15/02/23,21:04:00,Ewallet,6,0.33
1932,WALM020,Killeen,Fashion accessories,$63,3,29/11/22,16:09:00,Ewallet,6,0.48
1933,WALM085,Kerrville,Home and lifestyle,$75,1,28/05/23,20:11:00,Ewallet,6,0.33
1934,WALM005,Fort Worth,Fashion accessories,$57,3,09/08/23,12:03:00,Ewallet,8,0.48
1935,WALM004,Austin,Home and lifestyle,$62,2,26/10/23,7:52:00,Ewallet,5,0.48
1936,WALM072,Lancaster,Fashion accessories,$19,2,12/01/23,10:38:00,Ewallet,6,0.33
1937,WALM020,Killeen,Home and lifestyle,$63,3,30/07/21,18:46:00,Ewallet,8,0.48
1938,WALM063,Georgetown,Fashion accessories,$36,3,25/02/23,6:51:00,Ewallet,5,0.33
1939,WALM024,Carrollton,Home and lifestyle,$55,3,18/09/22,7:30:00,Ewallet,7,0.48
1940,WALM009,Plano,Fashion accessories,$48,3,20/08/22,16:04:00,Ewallet,8,0.48
1941,WALM078,Del Rio,Home and lifestyle,$74,3,18/03/21,17:32:00,Ewallet,5,0.33
1942,WALM005,Fort Worth,Fashion accessories,$45,1,20/07/20,19:40:00,Ewallet,6,0.48
1943,WALM030,Richardson,Home and lifestyle,$72,1,25/01/23,21:14:00,Ewallet,7,0.48
1944,WALM012,Garland,Fashion accessories,$65,3,09/07/20,21:01:00,Ewallet,6,0.48
1945,WALM057,Euless,Home and lifestyle,$34,1,30/07/21,8:25:00,Ewallet,6,0.33
1946,WALM036,Allen,Fashion accessories,$40,2,04/12/21,23:00:00,Ewallet,8,0.48
1947,WALM033,Pearland,Home and lifestyle,$24,1,07/04/22,7:10:00,Ewallet,7,0.48
1948,WALM062,Galveston,Fashion accessories,$68,2,20/09/20,9:54:00,Ewallet,8,0.33
1949,WALM013,Irving,Home and lifestyle,$22,1,28/12/23,7:30:00,Ewallet,6,0.48
1950,WALM012,Garland,Fashion accessories,$40,2,12/10/22,19:03:00,Ewallet,4,0.48
1951,WALM006,El Paso,Home and lifestyle,$44,3,24/03/21,17:40:00,Ewallet,4,0.48
1952,WALM001,Houston,Fashion accessories,$38,3,06/05/20,13:23:00,Ewallet,4,0.36
1953,WALM083,Farmers Branch,Home and lifestyle,$78,1,30/07/20,13:18:00,Ewallet,7,0.33
1954,WALM015,Grand Prairie,Fashion accessories,$75,2,23/05/23,7:06:00,Ewallet,7,0.48
1955,WALM010,Laredo,Home and lifestyle,$55,1,24/09/21,19:01:00,Ewallet,6,0.48
1956,WALM069,Rockwall,Fashion accessories,$42,2,02/01/20,15:05:00,Ewallet,6,0.33
1957,WALM063,Georgetown,Home and lifestyle,$22,3,20/07/22,10:36:00,Ewallet,9,0.33
1958,WALM045,Missouri City,Fashion accessories,$35,3,20/04/23,11:57:00,Credit card,4,0.48
1959,WALM002,Dallas,Home and lifestyle,$58,2,17/08/23,16:12:00,Ewallet,9,0.36
1960,WALM053,Conroe,Fashion accessories,$66,3,29/08/21,12:29:00,Ewallet,6,0.57
1961,WALM017,McKinney,Home and lifestyle,$66,3,05/11/23,20:46:00,Ewallet,6,0.48
1962,WALM008,Corpus Christi,Fashion accessories,$43,1,11/12/23,10:50:00,Ewallet,8,0.48
1963,WALM026,Denton,Home and lifestyle,$53,2,14/08/23,6:47:00,Ewallet,9,0.48
1964,WALM080,Nacogdoches,Fashion accessories,$47,3,18/09/21,22:33:00,Ewallet,5,0.33
1965,WALM012,Garland,Home and lifestyle,$78,1,18/12/22,6:45:00,Ewallet,7,0.48
1966,WALM043,Baytown,Fashion accessories,$34,2,23/05/20,12:21:00,Ewallet,6,0.48
1967,WALM002,Dallas,Home and lifestyle,$45,3,05/08/21,20:25:00,Ewallet,9,0.36
1968,WALM063,Georgetown,Fashion accessories,$41,1,25/10/22,6:26:00,Ewallet,4,0.33
1969,WALM042,Bryan,Home and lifestyle,$58,1,23/02/23,12:28:00,Ewallet,6,0.48
1970,WALM052,Mansfield,Fashion accessories,$75,3,25/07/23,9:12:00,Ewallet,5,0.57
1971,WALM096,Eagle Pass,Home and lifestyle,$66,1,06/10/20,19:30:00,Ewallet,7,0.33
1972,WALM069,Rockwall,Fashion accessories,$62,3,15/06/21,19:15:00,Ewallet,4,0.33
1973,WALM066,Grapevine,Home and lifestyle,$80,1,24/10/20,7:27:00,Ewallet,6,0.33
1974,WALM043,Baytown,Fashion accessories,$58,1,26/05/20,9:50:00,Ewallet,7,0.48
1975,WALM027,Abilene,Home and lifestyle,$52,3,01/12/23,21:41:00,Ewallet,6,0.48
1976,WALM080,Nacogdoches,Fashion accessories,$44,2,30/11/22,18:29:00,Ewallet,8,0.33
1977,WALM078,Del Rio,Home and lifestyle,$70,1,25/12/20,14:54:00,Ewallet,4,0.33
1978,WALM018,Frisco,Fashion accessories,$31,2,30/04/23,22:17:00,Ewallet,7,0.48
1979,WALM060,DeSoto,Home and lifestyle,$46,2,08/02/20,12:25:00,Ewallet,5,0.33
1980,WALM077,Coppell,Fashion accessories,$15,3,15/09/20,9:50:00,Ewallet,6,0.33
1981,WALM005,Fort Worth,Home and lifestyle,$50,1,04/03/20,17:18:00,Ewallet,7,0.48
1982,WALM026,Denton,Fashion accessories,$52,3,02/05/23,19:45:00,Ewallet,8,0.48
1983,WALM016,Brownsville,Home and lifestyle,$26,2,13/10/20,16:43:00,Ewallet,4,0.48
1984,WALM067,Haltom City,Fashion accessories,$80,1,01/12/21,10:09:00,Ewallet,8,0.33
1985,WALM049,North Richland Hills,Home and lifestyle,$58,1,10/05/23,14:47:00,Ewallet,4,0.48
1986,WALM088,Cleburne,Fashion accessories,$83,3,18/05/23,8:38:00,Ewallet,6,0.33
1987,WALM098,Mineral Wells,Home and lifestyle,$52,1,29/10/23,20:15:00,Ewallet,8,0.18
1988,WALM016,Brownsville,Fashion accessories,$64,1,25/08/20,13:05:00,Ewallet,7,0.48
1989,WALM088,Cleburne,Home and lifestyle,$55,1,26/05/23,14:54:00,Ewallet,8,0.33
1990,WALM033,Pearland,Fashion accessories,$29,2,28/02/21,9:22:00,Ewallet,9,0.48
1991,WALM036,Allen,Home and lifestyle,$66,3,30/06/23,19:17:00,Ewallet,8,0.48
1992,WALM067,Haltom City,Fashion accessories,$20,2,03/08/20,20:38:00,Ewallet,7,0.33
1993,WALM015,Grand Prairie,Home and lifestyle,$41,3,03/04/20,14:03:00,Ewallet,7,0.48
1994,WALM044,Pharr,Fashion accessories,$19,1,10/01/22,6:19:00,Ewallet,6,0.48
1995,WALM004,Austin,Home and lifestyle,$52,2,20/06/22,7:34:00,Ewallet,9,0.48
1996,WALM037,League City,Fashion accessories,$38,3,24/01/20,7:33:00,Ewallet,5,0.48
1997,WALM070,Hurst,Home and lifestyle,$65,3,17/04/21,8:09:00,Ewallet,8,0.33
1998,WALM016,Brownsville,Fashion accessories,$36,1,14/08/20,16:02:00,Ewallet,7,0.48
1999,WALM002,Dallas,Home and lifestyle,$82,3,17/12/23,9:24:00,Ewallet,4,0.36
2000,WALM004,Austin,Fashion accessories,$75,1,07/08/21,12:03:00,Ewallet,9,0.48
2001,WALM011,Lubbock,Home and lifestyle,$41,1,16/03/20,16:06:00,Ewallet,7,0.48
2002,WALM095,Big Spring,Fashion accessories,$31,2,23/12/22,6:47:00,Ewallet,8,0.33
2003,WALM066,Grapevine,Home and lifestyle,$62,3,24/07/23,22:29:00,Ewallet,6,0.33
2004,WALM005,Fort Worth,Fashion accessories,$26,2,02/11/20,14:51:00,Ewallet,5,0.48
2005,WALM053,Conroe,Home and lifestyle,$39,1,24/10/22,18:21:00,Ewallet,7,0.57
2006,WALM094,Alamo,Fashion accessories,$44,3,03/03/20,8:50:00,Ewallet,8,0.33
2007,WALM034,College Station,Home and lifestyle,$61,1,08/07/22,10:27:00,Ewallet,9,0.48
2008,WALM093,Angleton,Fashion accessories,$37,1,20/02/20,7:35:00,Ewallet,7,0.33
2009,WALM008,Corpus Christi,Home and lifestyle,$65,2,24/01/23,21:45:00,Ewallet,7,0.48
2010,WALM011,Lubbock,Fashion accessories,$17,2,21/10/22,15:23:00,Ewallet,8,0.48
2011,WALM053,Conroe,Home and lifestyle,$71,2,03/01/22,21:53:00,Ewallet,6,0.57
2012,WALM088,Cleburne,Fashion accessories,$84,2,04/10/23,21:21:00,Ewallet,6,0.33
2013,WALM024,Carrollton,Home and lifestyle,$80,3,16/09/21,19:10:00,Ewallet,7,0.48
2014,WALM041,Mission,Fashion accessories,$58,1,01/02/22,6:47:00,Ewallet,9,0.48
2015,WALM006,El Paso,Home and lifestyle,$30,2,02/04/20,17:20:00,Ewallet,7,0.48
2016,WALM036,Allen,Fashion accessories,$58,3,03/12/23,18:24:00,Ewallet,4,0.48
2017,WALM030,Richardson,Home and lifestyle,$19,3,01/03/21,17:52:00,Ewallet,7,0.48
2018,WALM090,Brownwood,Fashion accessories,$66,2,08/09/21,20:18:00,Ewallet,9,0.33
2019,WALM031,Lewisville,Home and lifestyle,$41,1,06/07/21,11:42:00,Ewallet,7,0.48
2020,WALM018,Frisco,Fashion accessories,$18,2,24/01/21,22:01:00,Ewallet,4,0.48
2021,WALM043,Baytown,Home and lifestyle,$46,3,20/01/21,22:16:00,Ewallet,7,0.48
2022,WALM079,La Porte,Fashion accessories,$64,1,27/11/23,16:43:00,Ewallet,9,0.33
2023,WALM064,Bedford,Home and lifestyle,$34,2,05/08/20,7:46:00,Ewallet,9,0.33
2024,WALM040,Edinburg,Fashion accessories,$77,3,16/05/23,20:30:00,Ewallet,9,0.48
2025,WALM011,Lubbock,Home and lifestyle,$17,2,22/05/20,9:08:00,Ewallet,8,0.48
2026,WALM098,Mineral Wells,Fashion accessories,$49,2,17/04/21,16:51:00,Ewallet,6,0.18
2027,WALM097,Alice,Home and lifestyle,$85,2,24/04/21,16:30:00,Ewallet,4,0.18
2028,WALM071,Lufkin,Fashion accessories,$36,3,09/07/23,11:20:00,Ewallet,6,0.33
2029,WALM063,Georgetown,Home and lifestyle,$84,2,10/08/23,15:26:00,Ewallet,5,0.33
2030,WALM014,Amarillo,Fashion accessories,$51,1,27/04/21,10:44:00,Ewallet,7,0.48
2031,WALM040,Edinburg,Home and lifestyle,$52,2,02/06/23,6:54:00,Ewallet,9,0.48
