invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,total
3167,WALM047,Flower Mound,Home and lifestyle,33.0,2.0,15/06/23,10:00:00,Ewallet,7.0,0.48,66.0
3168,WALM052,Mansfield,Fashion accessories,43.0,1.0,01/05/21,9:15:00,Ewallet,7.0,0.57,43.0
3169,WALM015,Grand Prairie,Home and lifestyle,42.0,3.0,01/05/22,9:56:00,Ewallet,5.0,0.48,126.0
3170,WALM063,Georgetown,Fashion accessories,53.0,3.0,21/02/23,12:01:00,Ewallet,4.0,0.33,159.0
3171,WALM047,Flower Mound,Home and lifestyle,71.0,3.0,06/05/23,7:03:00,Ewallet,6.0,0.48,213.0
3172,WALM076,Huntsville,Fashion accessories,24.0,1.0,12/01/21,9:32:00,Ewallet,8.0,0.33,24.0
3173,WALM012,Garland,Home and lifestyle,72.0,3.0,30/03/21,21:38:00,Ewallet,4.0,0.48,216.0
3174,WALM071,Lufkin,Fashion accessories,37.0,2.0,05/01/22,6:28:00,Ewallet,4.0,0.33,74.0
3175,WALM059,Pflugerville,Home and lifestyle,44.0,3.0,01/07/21,13:33:00,Ewallet,6.0,0.33,132.0
3176,WALM026,Denton,Fashion accessories,41.0,3.0,25/06/23,21:37:00,Ewallet,5.0,0.48,123.0
3177,WALM018,Frisco,Home and lifestyle,18.0,2.0,10/10/22,18:24:00,Ewallet,6.0,0.48,36.0
3178,WALM096,Eagle Pass,Fashion accessories,53.0,2.0,26/06/21,17:52:00,Ewallet,9.0,0.18,106.0
3179,WALM062,Galveston,Home and lifestyle,80.0,1.0,04/10/23,15:10:00,Ewallet,6.0,0.33,80.0
3180,WALM049,North Richland Hills,Fashion accessories,36.0,1.0,27/10/21,10:38:00,Ewallet,6.0,0.48,36.0
3181,WALM027,Abilene,Home and lifestyle,82.0,1.0,03/01/21,14:34:00,Ewallet,4.0,0.48,82.0
3182,WALM057,Euless,Fashion accessories,69.0,2.0,25/03/20,22:24:00,Ewallet,6.0,0.33,138.0
3183,WALM039,Longview,Home and lifestyle,52.0,1.0,11/11/23,7:32:00,Ewallet,8.0,0.48,52.0
3184,WALM014,Amarillo,Fashion accessories,48.0,3.0,31/05/23,17:52:00,Ewallet,7.0,0.48,144.0
3185,WALM058,Port Arthur,Home and lifestyle,80.0,2.0,19/03/20,13:01:00,Ewallet,9.0,0.33,160.0
3186,WALM009,Plano,Fashion accessories,75.0,1.0,09/05/21,16:30:00,Ewallet,6.0,0.48,75.0
3187,WALM096,Eagle Pass,Home and lifestyle,50.0,1.0,27/10/22,20:53:00,Ewallet,6.0,0.33,50.0
3188,WALM081,Friendswood,Fashion accessories,37.0,3.0,27/05/20,21:37:00,Ewallet,9.0,0.33,111.0
3189,WALM004,Austin,Home and lifestyle,72.0,1.0,28/01/22,15:15:00,Ewallet,6.0,0.48,72.0
3190,WALM085,Kerrville,Fashion accessories,21.0,2.0,20/07/23,22:05:00,Ewallet,6.0,0.33,42.0
3191,WALM016,Brownsville,Home and lifestyle,60.0,1.0,05/09/23,7:28:00,Ewallet,5.0,0.48,60.0
3192,WALM057,Euless,Fashion accessories,23.0,3.0,04/11/20,16:14:00,Ewallet,5.0,0.33,69.0
3193,WALM005,Fort Worth,Home and lifestyle,35.0,3.0,15/09/22,7:31:00,Ewallet,9.0,0.48,105.0
3194,WALM022,Mesquite,Fashion accessories,48.0,3.0,11/12/23,18:01:00,Ewallet,4.0,0.48,144.0
3195,WALM028,Odessa,Home and lifestyle,56.0,2.0,09/06/22,8:03:00,Ewallet,6.0,0.48,112.0
3196,WALM015,Grand Prairie,Fashion accessories,20.0,2.0,10/12/21,12:08:00,Ewallet,5.0,0.48,40.0
3197,WALM085,Kerrville,Home and lifestyle,51.0,3.0,03/04/22,19:26:00,Ewallet,7.0,0.33,153.0
3198,WALM063,Georgetown,Fashion accessories,47.0,1.0,05/01/20,8:21:00,Ewallet,9.0,0.33,47.0
3199,WALM022,Mesquite,Home and lifestyle,41.0,3.0,22/11/23,7:13:00,Ewallet,5.0,0.48,123.0
3200,WALM096,Eagle Pass,Fashion accessories,82.0,1.0,02/08/21,16:50:00,Ewallet,9.0,0.18,82.0
3201,WALM017,McKinney,Home and lifestyle,30.0,3.0,28/09/20,18:31:00,Ewallet,5.0,0.48,90.0
3202,WALM019,Pasadena,Fashion accessories,67.0,1.0,27/11/20,11:56:00,Ewallet,9.0,0.48,67.0
3203,WALM097,Alice,Home and lifestyle,34.0,1.0,22/11/21,22:27:00,Ewallet,8.0,0.18,34.0
3204,WALM021,McAllen,Fashion accessories,80.0,1.0,14/10/20,14:14:00,Ewallet,8.0,0.48,80.0
3205,WALM043,Baytown,Home and lifestyle,22.0,1.0,12/12/20,20:46:00,Ewallet,4.0,0.48,22.0
3206,WALM053,Conroe,Fashion accessories,47.0,3.0,07/10/23,10:56:00,Ewallet,6.0,0.21,141.0
3207,WALM018,Frisco,Home and lifestyle,51.0,1.0,10/03/21,17:45:00,Ewallet,7.0,0.48,51.0
3208,WALM030,Richardson,Fashion accessories,58.0,1.0,09/07/22,8:26:00,Ewallet,4.0,0.48,58.0
3209,WALM063,Georgetown,Home and lifestyle,32.0,2.0,30/10/21,16:31:00,Ewallet,6.0,0.33,64.0
3210,WALM043,Baytown,Fashion accessories,30.0,1.0,12/06/20,19:18:00,Ewallet,6.0,0.48,30.0
3211,WALM097,Alice,Home and lifestyle,37.0,1.0,25/08/20,17:38:00,Ewallet,4.0,0.18,37.0
3212,WALM078,Del Rio,Fashion accessories,53.0,3.0,22/01/22,9:14:00,Ewallet,7.0,0.33,159.0
3213,WALM043,Baytown,Home and lifestyle,56.0,2.0,18/02/20,11:22:00,Ewallet,8.0,0.48,112.0
3214,WALM077,Coppell,Fashion accessories,72.0,2.0,17/10/21,7:48:00,Ewallet,6.0,0.33,144.0
3215,WALM100,Canyon,Home and lifestyle,60.0,1.0,27/11/23,8:20:00,Ewallet,4.0,0.18,60.0
3216,WALM018,Frisco,Fashion accessories,40.0,1.0,12/09/21,16:39:00,Ewallet,6.0,0.48,40.0
3217,WALM012,Garland,Home and lifestyle,19.0,3.0,11/09/20,18:16:00,Ewallet,4.0,0.48,57.0
3218,WALM095,Big Spring,Fashion accessories,66.0,2.0,26/08/22,7:18:00,Ewallet,6.0,0.33,132.0
3219,WALM028,Odessa,Home and lifestyle,54.0,1.0,18/12/21,22:42:00,Ewallet,5.0,0.48,54.0
3220,WALM066,Grapevine,Fashion accessories,80.0,3.0,31/08/22,20:41:00,Ewallet,7.0,0.33,240.0
3221,WALM070,Hurst,Home and lifestyle,50.0,1.0,21/11/21,22:00:00,Ewallet,7.0,0.33,50.0
3222,WALM062,Galveston,Fashion accessories,58.0,3.0,03/08/21,20:16:00,Ewallet,7.0,0.33,174.0
3223,WALM036,Allen,Home and lifestyle,31.0,1.0,17/10/22,11:35:00,Ewallet,5.0,0.48,31.0
3224,WALM083,Farmers Branch,Fashion accessories,29.0,1.0,01/08/20,14:33:00,Ewallet,7.0,0.33,29.0
3225,WALM001,Houston,Home and lifestyle,31.0,3.0,28/12/21,10:06:00,Ewallet,6.0,0.36,93.0
3226,WALM017,McKinney,Fashion accessories,85.0,3.0,26/12/21,19:47:00,Ewallet,5.0,0.48,255.0
3227,WALM037,League City,Home and lifestyle,83.0,2.0,03/09/20,14:34:00,Ewallet,4.0,0.48,166.0
3228,WALM005,Fort Worth,Fashion accessories,25.0,1.0,08/11/21,8:52:00,Ewallet,5.0,0.48,25.0
3229,WALM044,Pharr,Home and lifestyle,60.0,2.0,24/10/23,13:43:00,Ewallet,7.0,0.48,120.0
3230,WALM068,Burleson,Fashion accessories,76.0,3.0,11/10/21,6:46:00,Ewallet,7.0,0.33,228.0
3231,WALM008,Corpus Christi,Home and lifestyle,57.0,2.0,12/10/21,22:48:00,Ewallet,8.0,0.48,114.0
3232,WALM010,Laredo,Fashion accessories,74.0,3.0,07/09/21,22:56:00,Ewallet,6.0,0.48,222.0
3233,WALM094,Alamo,Home and lifestyle,51.0,3.0,06/10/21,14:43:00,Ewallet,4.0,0.33,153.0
3234,WALM013,Irving,Fashion accessories,35.0,3.0,17/11/23,20:44:00,Ewallet,5.0,0.48,105.0
3235,WALM077,Coppell,Home and lifestyle,20.0,2.0,07/12/21,17:13:00,Ewallet,7.0,0.33,40.0
3236,WALM088,Cleburne,Fashion accessories,65.0,1.0,13/08/23,20:22:00,Ewallet,5.0,0.33,65.0
3237,WALM020,Killeen,Home and lifestyle,64.0,3.0,15/09/20,15:55:00,Ewallet,8.0,0.48,192.0
3238,WALM062,Galveston,Fashion accessories,61.0,1.0,01/12/21,15:14:00,Ewallet,4.0,0.33,61.0
3239,WALM004,Austin,Home and lifestyle,16.0,1.0,23/08/20,8:27:00,Ewallet,6.0,0.48,16.0
3240,WALM063,Georgetown,Fashion accessories,68.0,1.0,11/08/20,8:36:00,Ewallet,7.0,0.33,68.0
3241,WALM080,Nacogdoches,Home and lifestyle,70.0,3.0,03/12/20,18:43:00,Ewallet,8.0,0.33,210.0
3242,WALM042,Bryan,Fashion accessories,76.0,1.0,11/08/21,9:42:00,Ewallet,4.0,0.48,76.0
3243,WALM061,Cedar Park,Home and lifestyle,84.0,2.0,01/12/22,19:09:00,Ewallet,8.0,0.33,168.0
3244,WALM066,Grapevine,Fashion accessories,18.0,2.0,23/10/20,10:27:00,Ewallet,7.0,0.33,36.0
3245,WALM044,Pharr,Home and lifestyle,71.0,1.0,10/09/23,14:27:00,Ewallet,5.0,0.48,71.0
3246,WALM076,Huntsville,Fashion accessories,44.0,3.0,28/12/23,14:12:00,Ewallet,6.0,0.33,132.0
3247,WALM093,Angleton,Home and lifestyle,27.0,1.0,20/12/20,16:54:00,Ewallet,7.0,0.33,27.0
3248,WALM031,Lewisville,Fashion accessories,52.0,1.0,08/10/23,20:48:00,Ewallet,7.0,0.48,52.0
3249,WALM071,Lufkin,Home and lifestyle,23.0,3.0,06/09/23,15:11:00,Ewallet,5.0,0.33,69.0
3250,WALM027,Abilene,Fashion accessories,51.0,2.0,24/12/20,12:28:00,Ewallet,9.0,0.48,102.0
3251,WALM041,Mission,Home and lifestyle,71.0,1.0,05/11/20,7:48:00,Ewallet,6.0,0.48,71.0
3252,WALM030,Richardson,Fashion accessories,30.0,1.0,27/11/23,20:18:00,Ewallet,7.0,0.48,30.0
3253,WALM024,Carrollton,Home and lifestyle,80.0,3.0,12/10/20,14:00:00,Ewallet,4.0,0.48,240.0
3254,WALM071,Lufkin,Fashion accessories,54.0,1.0,30/09/20,13:31:00,Ewallet,5.0,0.33,54.0
3255,WALM004,Austin,Home and lifestyle,15.0,2.0,28/12/20,17:52:00,Ewallet,6.0,0.48,30.0
3256,WALM072,Lancaster,Fashion accessories,16.0,1.0,28/08/20,13:14:00,Ewallet,7.0,0.33,16.0
3257,WALM067,Haltom City,Home and lifestyle,36.0,3.0,03/12/23,15:41:00,Ewallet,6.0,0.33,108.0
3258,WALM077,Coppell,Fashion accessories,58.0,2.0,15/12/21,16:30:00,Ewallet,8.0,0.33,116.0
3259,WALM070,Hurst,Home and lifestyle,63.0,1.0,11/08/20,19:28:00,Ewallet,5.0,0.33,63.0
3260,WALM058,Port Arthur,Fashion accessories,29.0,3.0,23/08/23,21:12:00,Ewallet,8.0,0.33,87.0
3261,WALM067,Haltom City,Home and lifestyle,31.0,2.0,05/12/20,14:06:00,Ewallet,9.0,0.33,62.0
3262,WALM009,Plano,Fashion accessories,22.0,3.0,17/08/22,13:36:00,Ewallet,8.0,0.48,66.0
3263,WALM060,DeSoto,Home and lifestyle,45.0,1.0,16/08/23,19:59:00,Ewallet,8.0,0.33,45.0
3264,WALM098,Mineral Wells,Fashion accessories,72.0,1.0,22/08/21,15:13:00,Ewallet,6.0,0.18,72.0
3265,WALM022,Mesquite,Home and lifestyle,68.0,3.0,16/11/23,15:59:00,Ewallet,6.0,0.48,204.0
3266,WALM093,Angleton,Fashion accessories,26.0,2.0,16/12/23,20:40:00,Ewallet,8.0,0.33,52.0
3267,WALM094,Alamo,Home and lifestyle,22.0,2.0,27/10/22,6:13:00,Ewallet,9.0,0.33,44.0
3268,WALM059,Pflugerville,Fashion accessories,52.0,1.0,21/11/20,7:00:00,Ewallet,5.0,0.33,52.0
3269,WALM080,Nacogdoches,Home and lifestyle,30.0,3.0,19/08/20,11:44:00,Ewallet,5.0,0.33,90.0
3270,WALM066,Grapevine,Fashion accessories,68.0,3.0,04/10/23,21:20:00,Ewallet,8.0,0.33,204.0
3271,WALM094,Alamo,Home and lifestyle,66.0,3.0,04/08/22,16:23:00,Ewallet,5.0,0.33,198.0
3272,WALM017,McKinney,Fashion accessories,74.0,3.0,09/10/21,11:17:00,Ewallet,8.0,0.48,222.0
3273,WALM028,Odessa,Home and lifestyle,15.0,3.0,25/09/23,21:32:00,Ewallet,6.0,0.48,45.0
3274,WALM096,Eagle Pass,Fashion accessories,62.0,3.0,11/08/22,22:24:00,Ewallet,5.0,0.18,186.0
3275,WALM096,Eagle Pass,Home and lifestyle,82.0,2.0,24/10/23,7:37:00,Ewallet,8.0,0.33,164.0
3276,WALM012,Garland,Fashion accessories,34.0,2.0,01/09/23,19:38:00,Ewallet,4.0,0.48,68.0
3277,WALM095,Big Spring,Home and lifestyle,60.0,1.0,18/11/20,14:26:00,Ewallet,6.0,0.33,60.0
3278,WALM011,Lubbock,Fashion accessories,46.0,1.0,24/09/23,16:31:00,Ewallet,7.0,0.48,46.0
3279,WALM064,Bedford,Home and lifestyle,73.0,3.0,21/10/20,9:30:00,Ewallet,5.0,0.33,219.0
3280,WALM045,Missouri City,Fashion accessories,80.0,1.0,13/11/22,16:04:00,Credit card,6.0,0.48,80.0
3281,WALM047,Flower Mound,Home and lifestyle,25.0,1.0,22/08/22,13:31:00,Ewallet,7.0,0.48,25.0
3282,WALM037,League City,Fashion accessories,85.0,3.0,25/10/22,17:41:00,Ewallet,8.0,0.48,255.0
3283,WALM098,Mineral Wells,Home and lifestyle,33.0,2.0,15/09/20,21:10:00,Ewallet,8.0,0.18,66.0
3284,WALM078,Del Rio,Fashion accessories,82.0,1.0,09/12/21,8:08:00,Ewallet,6.0,0.33,82.0
3285,WALM077,Coppell,Home and lifestyle,16.0,1.0,02/08/22,20:36:00,Ewallet,4.0,0.33,16.0
3286,WALM064,Bedford,Fashion accessories,75.0,2.0,09/12/21,10:54:00,Ewallet,9.0,0.33,150.0
3287,WALM044,Pharr,Home and lifestyle,69.0,1.0,06/12/22,14:59:00,Ewallet,6.0,0.48,69.0
3288,WALM016,Brownsville,Fashion accessories,34.0,3.0,07/08/21,21:29:00,Ewallet,8.0,0.48,102.0
3289,WALM071,Lufkin,Home and lifestyle,19.0,3.0,18/12/22,18:21:00,Ewallet,7.0,0.33,57.0
3290,WALM079,La Porte,Fashion accessories,21.0,1.0,04/12/20,14:51:00,Ewallet,9.0,0.33,21.0
3291,WALM026,Denton,Home and lifestyle,46.0,2.0,02/12/20,17:01:00,Ewallet,6.0,0.48,92.0
3292,WALM006,El Paso,Fashion accessories,39.0,2.0,27/10/21,10:08:00,Ewallet,8.0,0.48,78.0
3293,WALM018,Frisco,Home and lifestyle,33.0,2.0,04/10/22,19:08:00,Ewallet,7.0,0.48,66.0
3294,WALM015,Grand Prairie,Fashion accessories,51.0,1.0,12/12/21,6:19:00,Ewallet,4.0,0.48,51.0
3295,WALM053,Conroe,Home and lifestyle,34.0,3.0,18/10/21,15:08:00,Ewallet,7.0,0.57,102.0
3296,WALM014,Amarillo,Fashion accessories,74.0,3.0,29/09/23,7:40:00,Ewallet,8.0,0.48,222.0
3297,WALM080,Nacogdoches,Home and lifestyle,85.0,1.0,01/10/20,20:26:00,Ewallet,7.0,0.33,85.0
3298,WALM093,Angleton,Fashion accessories,74.0,3.0,03/12/23,12:01:00,Ewallet,5.0,0.33,222.0
3299,WALM012,Garland,Home and lifestyle,55.0,3.0,10/10/21,21:13:00,Ewallet,6.0,0.48,165.0
3300,WALM081,Friendswood,Fashion accessories,58.0,2.0,13/08/22,16:38:00,Ewallet,4.0,0.33,116.0
3301,WALM028,Odessa,Home and lifestyle,15.0,3.0,08/08/21,7:32:00,Ewallet,5.0,0.48,45.0
3302,WALM096,Eagle Pass,Fashion accessories,42.0,2.0,27/11/22,8:15:00,Ewallet,5.0,0.18,84.0
3303,WALM091,Little Elm,Home and lifestyle,82.0,1.0,24/08/23,11:26:00,Ewallet,8.0,0.33,82.0
3304,WALM030,Richardson,Fashion accessories,19.0,3.0,23/09/20,8:45:00,Ewallet,4.0,0.48,57.0
3305,WALM051,New Braunfels,Home and lifestyle,60.0,1.0,02/10/23,12:17:00,Ewallet,5.0,0.48,60.0
3306,WALM030,Richardson,Fashion accessories,76.0,3.0,22/12/22,12:39:00,Ewallet,4.0,0.48,228.0
3307,WALM041,Mission,Home and lifestyle,62.0,2.0,12/10/21,20:18:00,Ewallet,6.0,0.48,124.0
3308,WALM002,Dallas,Fashion accessories,27.0,1.0,21/10/23,11:07:00,Ewallet,7.0,0.36,27.0
3309,WALM017,McKinney,Home and lifestyle,64.0,3.0,12/09/21,15:28:00,Ewallet,7.0,0.48,192.0
3310,WALM072,Lancaster,Fashion accessories,21.0,1.0,20/11/23,22:59:00,Ewallet,9.0,0.33,21.0
3311,WALM015,Grand Prairie,Home and lifestyle,30.0,1.0,20/09/23,15:29:00,Ewallet,9.0,0.48,30.0
3312,WALM021,McAllen,Fashion accessories,58.0,3.0,11/08/23,20:56:00,Ewallet,8.0,0.48,174.0
3313,WALM004,Austin,Home and lifestyle,74.0,2.0,17/09/21,21:27:00,Ewallet,8.0,0.48,148.0
3314,WALM083,Farmers Branch,Fashion accessories,43.0,1.0,05/10/20,6:32:00,Ewallet,4.0,0.33,43.0
3315,WALM047,Flower Mound,Home and lifestyle,75.0,1.0,24/08/21,20:21:00,Ewallet,5.0,0.48,75.0
3316,WALM037,League City,Fashion accessories,48.0,2.0,09/09/21,10:35:00,Ewallet,9.0,0.48,96.0
3317,WALM052,Mansfield,Home and lifestyle,54.0,3.0,06/12/23,21:48:00,Ewallet,4.0,0.57,162.0
3318,WALM033,Pearland,Fashion accessories,82.0,1.0,25/10/23,11:47:00,Ewallet,4.0,0.48,82.0
3319,WALM012,Garland,Home and lifestyle,83.0,1.0,31/10/23,21:20:00,Ewallet,9.0,0.48,83.0
3320,WALM041,Mission,Fashion accessories,80.0,1.0,14/11/20,20:18:00,Ewallet,4.0,0.48,80.0
3321,WALM019,Pasadena,Home and lifestyle,28.0,3.0,15/08/21,20:39:00,Ewallet,9.0,0.48,84.0
3322,WALM053,Conroe,Fashion accessories,17.0,2.0,31/08/23,12:06:00,Ewallet,6.0,0.21,34.0
3323,WALM015,Grand Prairie,Home and lifestyle,56.0,3.0,11/10/20,22:31:00,Ewallet,5.0,0.48,168.0
3324,WALM036,Allen,Fashion accessories,50.0,2.0,31/08/22,6:13:00,Ewallet,5.0,0.48,100.0
3325,WALM009,Plano,Home and lifestyle,60.0,3.0,17/10/20,14:31:00,Ewallet,7.0,0.48,180.0
3326,WALM058,Port Arthur,Fashion accessories,36.0,1.0,24/12/22,6:04:00,Ewallet,8.0,0.33,36.0
3327,WALM039,Longview,Home and lifestyle,28.0,2.0,20/09/21,11:01:00,Ewallet,4.0,0.48,56.0
3328,WALM006,El Paso,Fashion accessories,82.0,2.0,22/10/21,14:17:00,Ewallet,7.0,0.48,164.0
3329,WALM048,Harlingen,Home and lifestyle,67.0,1.0,31/10/20,22:03:00,Ewallet,6.0,0.48,67.0
3330,WALM093,Angleton,Fashion accessories,24.0,1.0,28/10/20,8:51:00,Ewallet,4.0,0.33,24.0
3331,WALM053,Conroe,Home and lifestyle,34.0,1.0,22/12/22,10:52:00,Ewallet,8.0,0.57,34.0
3332,WALM067,Haltom City,Fashion accessories,45.0,3.0,28/12/21,10:58:00,Ewallet,8.0,0.33,135.0
3333,WALM044,Pharr,Home and lifestyle,38.0,2.0,30/10/23,19:22:00,Ewallet,8.0,0.48,76.0
3334,WALM002,Dallas,Fashion accessories,68.0,1.0,17/12/21,21:36:00,Ewallet,6.0,0.36,68.0
3335,WALM007,Arlington,Home and lifestyle,19.0,3.0,28/08/23,18:14:00,Ewallet,5.0,0.48,57.0
3336,WALM085,Kerrville,Fashion accessories,49.0,2.0,23/08/23,6:43:00,Ewallet,6.0,0.33,98.0
3337,WALM071,Lufkin,Home and lifestyle,64.0,2.0,18/10/22,8:38:00,Ewallet,5.0,0.33,128.0
3338,WALM067,Haltom City,Fashion accessories,57.0,3.0,10/12/23,6:18:00,Ewallet,6.0,0.33,171.0
3339,WALM008,Corpus Christi,Home and lifestyle,83.0,1.0,19/12/22,6:28:00,Ewallet,6.0,0.48,83.0
3340,WALM085,Kerrville,Fashion accessories,66.0,1.0,17/09/21,18:48:00,Ewallet,9.0,0.33,66.0
3341,WALM040,Edinburg,Home and lifestyle,46.0,1.0,30/09/20,6:56:00,Ewallet,4.0,0.48,46.0
3342,WALM096,Eagle Pass,Fashion accessories,83.0,1.0,27/09/21,6:46:00,Ewallet,6.0,0.18,83.0
3343,WALM062,Galveston,Home and lifestyle,66.0,1.0,03/09/23,11:15:00,Ewallet,8.0,0.33,66.0
3344,WALM081,Friendswood,Fashion accessories,31.0,1.0,29/09/21,11:01:00,Ewallet,7.0,0.33,31.0
3345,WALM058,Port Arthur,Home and lifestyle,46.0,2.0,29/11/20,19:47:00,Ewallet,6.0,0.33,92.0
3346,WALM058,Port Arthur,Fashion accessories,74.0,1.0,26/11/22,20:22:00,Ewallet,4.0,0.33,74.0
3347,WALM009,Plano,Home and lifestyle,37.0,3.0,11/09/21,10:42:00,Ewallet,4.0,0.48,111.0
3348,WALM059,Pflugerville,Fashion accessories,69.0,1.0,08/10/22,6:44:00,Ewallet,5.0,0.33,69.0
3349,WALM036,Allen,Home and lifestyle,15.0,2.0,31/12/20,9:59:00,Ewallet,7.0,0.48,30.0
3350,WALM096,Eagle Pass,Fashion accessories,46.0,3.0,01/10/21,10:37:00,Ewallet,5.0,0.18,138.0
3351,WALM008,Corpus Christi,Home and lifestyle,66.0,1.0,14/12/21,18:13:00,Ewallet,6.0,0.48,66.0
3352,WALM059,Pflugerville,Fashion accessories,56.0,3.0,29/11/22,9:42:00,Ewallet,9.0,0.33,168.0
3353,WALM096,Eagle Pass,Home and lifestyle,29.0,3.0,22/10/23,16:17:00,Ewallet,9.0,0.18,87.0
3354,WALM094,Alamo,Fashion accessories,24.0,1.0,24/11/21,6:47:00,Ewallet,8.0,0.33,24.0
3355,WALM094,Alamo,Home and lifestyle,21.0,1.0,15/08/23,8:23:00,Ewallet,4.0,0.33,21.0
3356,WALM007,Arlington,Fashion accessories,46.0,2.0,26/10/23,6:05:00,Ewallet,7.0,0.48,92.0
3357,WALM005,Fort Worth,Home and lifestyle,74.0,3.0,09/10/23,15:13:00,Ewallet,6.0,0.48,222.0
3358,WALM053,Conroe,Fashion accessories,70.0,2.0,31/12/21,9:37:00,Ewallet,6.0,0.21,140.0
3359,WALM024,Carrollton,Home and lifestyle,21.0,3.0,05/11/20,13:26:00,Ewallet,7.0,0.48,63.0
3360,WALM059,Pflugerville,Fashion accessories,74.0,3.0,24/11/22,17:11:00,Ewallet,6.0,0.33,222.0
3361,WALM039,Longview,Home and lifestyle,34.0,3.0,05/12/21,22:50:00,Ewallet,7.0,0.48,102.0
3362,WALM085,Kerrville,Fashion accessories,50.0,1.0,19/11/20,17:51:00,Ewallet,6.0,0.33,50.0
3363,WALM057,Euless,Home and lifestyle,32.0,2.0,26/11/23,11:33:00,Ewallet,9.0,0.33,64.0
3364,WALM030,Richardson,Fashion accessories,15.0,3.0,12/11/22,7:33:00,Ewallet,6.0,0.48,45.0
3365,WALM007,Arlington,Home and lifestyle,74.0,3.0,29/08/20,6:46:00,Ewallet,9.0,0.48,222.0
3366,WALM045,Missouri City,Fashion accessories,24.0,1.0,23/09/22,10:06:00,Credit card,7.0,0.48,24.0
3367,WALM095,Big Spring,Home and lifestyle,64.0,2.0,05/10/22,8:05:00,Ewallet,4.0,0.33,128.0
3368,WALM067,Haltom City,Fashion accessories,40.0,2.0,24/09/23,19:52:00,Ewallet,8.0,0.33,80.0
3369,WALM094,Alamo,Home and lifestyle,65.0,1.0,03/12/21,15:11:00,Ewallet,4.0,0.33,65.0
3370,WALM015,Grand Prairie,Fashion accessories,63.0,1.0,19/12/20,22:05:00,Ewallet,8.0,0.48,63.0
3371,WALM076,Huntsville,Home and lifestyle,25.0,1.0,05/10/23,18:54:00,Ewallet,7.0,0.33,25.0
3372,WALM090,Brownwood,Fashion accessories,34.0,2.0,27/08/23,18:14:00,Ewallet,8.0,0.33,68.0
3373,WALM014,Amarillo,Home and lifestyle,25.0,3.0,23/12/23,18:49:00,Ewallet,5.0,0.48,75.0
3374,WALM076,Huntsville,Fashion accessories,40.0,2.0,24/11/22,16:44:00,Ewallet,6.0,0.33,80.0
3375,WALM095,Big Spring,Home and lifestyle,67.0,1.0,27/12/23,20:33:00,Ewallet,4.0,0.33,67.0
3376,WALM088,Cleburne,Fashion accessories,23.0,3.0,04/11/20,14:08:00,Ewallet,5.0,0.33,69.0
3377,WALM039,Longview,Home and lifestyle,84.0,2.0,05/11/23,13:55:00,Ewallet,5.0,0.48,168.0
3378,WALM098,Mineral Wells,Fashion accessories,33.0,2.0,19/10/21,19:07:00,Ewallet,7.0,0.18,66.0
3379,WALM076,Huntsville,Home and lifestyle,70.0,3.0,31/10/22,12:04:00,Ewallet,7.0,0.33,210.0
3380,WALM088,Cleburne,Fashion accessories,80.0,3.0,02/10/21,22:08:00,Ewallet,4.0,0.33,240.0
3381,WALM069,Rockwall,Home and lifestyle,37.0,2.0,31/12/20,22:23:00,Ewallet,4.0,0.33,74.0
3382,WALM022,Mesquite,Fashion accessories,26.0,1.0,08/10/20,20:24:00,Ewallet,6.0,0.48,26.0
3383,WALM005,Fort Worth,Home and lifestyle,82.0,1.0,10/08/21,22:19:00,Ewallet,4.0,0.48,82.0
3384,WALM052,Mansfield,Fashion accessories,68.0,2.0,16/09/23,14:40:00,Ewallet,6.0,0.57,136.0
3385,WALM063,Georgetown,Home and lifestyle,40.0,3.0,08/12/21,15:19:00,Ewallet,6.0,0.33,120.0
3386,WALM043,Baytown,Fashion accessories,81.0,3.0,22/10/22,9:41:00,Ewallet,9.0,0.48,243.0
3387,WALM062,Galveston,Home and lifestyle,85.0,3.0,21/09/23,16:46:00,Ewallet,9.0,0.33,255.0
3388,WALM001,Houston,Fashion accessories,69.0,2.0,09/11/23,12:48:00,Ewallet,5.0,0.36,138.0
3389,WALM068,Burleson,Home and lifestyle,37.0,1.0,28/11/23,14:12:00,Ewallet,7.0,0.33,37.0
3390,WALM094,Alamo,Fashion accessories,31.0,2.0,24/10/21,16:05:00,Ewallet,7.0,0.33,62.0
3391,WALM077,Coppell,Home and lifestyle,76.0,1.0,21/11/21,7:17:00,Ewallet,9.0,0.33,76.0
3392,WALM057,Euless,Fashion accessories,63.0,2.0,19/08/20,7:48:00,Ewallet,7.0,0.33,126.0
3393,WALM067,Haltom City,Home and lifestyle,38.0,1.0,28/10/21,10:29:00,Ewallet,7.0,0.33,38.0
3394,WALM031,Lewisville,Fashion accessories,40.0,3.0,08/08/20,19:52:00,Ewallet,8.0,0.48,120.0
3395,WALM024,Carrollton,Home and lifestyle,40.0,2.0,31/12/23,16:43:00,Ewallet,5.0,0.48,80.0
3396,WALM091,Little Elm,Fashion accessories,15.0,1.0,26/12/23,10:27:00,Ewallet,8.0,0.33,15.0
3397,WALM021,McAllen,Home and lifestyle,70.0,1.0,13/10/20,13:58:00,Ewallet,5.0,0.48,70.0
